StrategyNumber,Strategy,Date,Season,HomeTeam,AwayTeam,Outcome,ActualOutcome,DecimalOdds,ModelProbability,FullKellyFraction,FractionalKellyBeforeCap,FractionalKellyAfterPerBetCap,DailyExposureScale,AppliedStakeFraction,OpeningBankroll,Stake,OutcomeOccurred,RealisedUnitReturn,RealisedProfit,PerBetCapBinding,DailyCapBinding
3,Half Kelly,2022-08-20,2022-23,Everton,Nott'm Forest,A,D,4.62,0.3882825537203596,0.21929983375360806,0.10964991687680403,0.04,1.0,0.039999999999999994,106.92585472996986,4.277034189198794,0,-1.0,-4.277034189198794,True,False
3,Half Kelly,2022-08-20,2022-23,Fulham,Brentford,A,H,2.8,0.567300678006601,0.326912165788046,0.163456082894023,0.04,1.0,0.039999999999999994,106.92585472996986,4.277034189198794,0,-1.0,-4.277034189198794,True,False
3,Half Kelly,2022-08-21,2022-23,Leeds,Chelsea,H,H,6.14,0.2476715058637641,0.10130409455321238,0.05065204727660619,0.04,1.0,0.04,98.37178635157227,3.9348714540628906,1,5.14,20.225239273883258,True,False
3,Half Kelly,2022-08-27,2022-23,Brighton,Leeds,A,H,5.09,0.3482158164844745,0.1888553804171089,0.09442769020855445,0.04,1.0,0.04,118.59702562545553,4.743881025018221,0,-1.0,-4.743881025018221,True,False
3,Half Kelly,2022-08-27,2022-23,Liverpool,Bournemouth,A,H,19.5,0.0844541988413883,0.03496523661659847,0.017482618308299235,0.017482618308299235,1.0,0.017482618308299235,118.59702562545553,2.0733865315094224,0,-1.0,-2.0733865315094224,False,False
3,Half Kelly,2022-08-28,2022-23,Nott'm Forest,Tottenham,H,A,7.1,0.2203127413333814,0.09249515794541116,0.04624757897270558,0.04,1.0,0.04000000000000001,111.77975806892789,4.471190322757116,0,-1.0,-4.471190322757116,True,False
3,Half Kelly,2022-08-31,2022-23,Liverpool,Newcastle,A,H,10.61,0.1605155189063103,0.07316021390176401,0.036580106950882006,0.036580106950882006,1.0,0.036580106950882006,107.30856774617078,3.9253588849008945,0,-1.0,-3.9253588849008945,False,False
3,Half Kelly,2022-08-31,2022-23,Man City,Nott'm Forest,A,H,26.0,0.0694564049149618,0.032234661111560266,0.016117330555780133,0.016117330555780133,1.0,0.016117330555780133,107.30856774617078,1.7295276578323608,0,-1.0,-1.7295276578323608,False,False
3,Half Kelly,2022-09-03,2022-23,Chelsea,West Ham,A,H,5.44,0.2776735747064907,0.11498744288362824,0.05749372144181412,0.04,1.0,0.04000000000000001,101.65368120343753,4.066147248137502,0,-1.0,-4.066147248137502,True,False
3,Half Kelly,2022-10-18,2022-23,Brighton,Nott'm Forest,A,D,8.53,0.4554772298396654,0.3831634489418786,0.1915817244709393,0.04,1.0,0.04,97.58753395530003,3.9035013582120013,0,-1.0,-3.9035013582120013,True,False
