Season,Date,HomeTeam,AwayTeam,ActualOutcome,ModelProbability,MarketProbability,DecimalOdds,Outcome,OutcomeOccurred,ProbabilityEdge,AbsoluteProbabilityEdge,BreakEvenProbability,ModelMinusBreakEvenProbability,ModelExpectedReturn,PositiveModelExpectedReturn,RealisedUnitReturn
2024-25,2024-12-08,Fulham,Arsenal,D,0.2278838723418102,0.2312346185397867,4.2,D,1,-0.003350746197976484,0.003350746197976484,0.23809523809523808,-0.010211365753427876,-0.04288773616439712,False,3.2
2024-25,2024-12-08,Fulham,Arsenal,D,0.2086329851344648,0.1765791632485644,5.5,H,0,0.03205382188590039,0.03205382188590039,0.18181818181818182,0.02681480331628297,0.1474814182395563,True,-1.0
2024-25,2024-12-08,Ipswich,Bournemouth,A,0.4281099285040339,0.4980277642895628,1.95,A,1,-0.0699178357855289,0.0699178357855289,0.5128205128205129,-0.08471058431647899,-0.16518563941713393,False,0.95
2024-25,2024-12-08,Ipswich,Bournemouth,A,0.2630432010450752,0.2542288325561904,3.82,D,0,0.008814368488884838,0.008814368488884838,0.2617801047120419,0.0012630963330333422,0.004825027992187314,True,-1.0
2024-25,2024-12-08,Ipswich,Bournemouth,A,0.3088468704508907,0.24774340315424678,3.92,H,0,0.061103467296643926,0.061103467296643926,0.25510204081632654,0.05374482963456417,0.21067973216749158,True,-1.0
2024-25,2024-12-08,Leicester,Brighton,D,0.4971022424685313,0.5777701700330937,1.68,A,0,-0.08066792756456242,0.08066792756456242,0.5952380952380952,-0.09813585276956394,-0.16486823265286743,False,-1.0
2024-25,2024-12-08,Leicester,Brighton,D,0.2458118796587146,0.22731941116056148,4.27,D,1,0.018492468498153114,0.018492468498153114,0.234192037470726,0.011619842187988588,0.049616726142711176,True,3.2699999999999996
2024-25,2024-12-08,Leicester,Brighton,D,0.257085877872754,0.19491041880634483,4.98,H,0,0.06217545906640917,0.06217545906640917,0.2008032128514056,0.056282665021348405,0.280287671806315,True,-1.0
2024-25,2024-12-08,Tottenham,Chelsea,A,0.3676915566310593,0.4316487307091141,2.25,A,1,-0.06395717407805479,0.06395717407805479,0.4444444444444444,-0.07675288781338513,-0.1726939975801166,False,1.25
2024-25,2024-12-08,Tottenham,Chelsea,A,0.2517728823796348,0.23688040099890412,4.1,D,0,0.014892481380730682,0.014892481380730682,0.24390243902439027,0.007870443355244533,0.03226881775650248,True,-1.0
2024-25,2024-12-08,Tottenham,Chelsea,A,0.3805355609893059,0.3314708682919818,2.93,H,0,0.04906469269732411,0.04906469269732411,0.341296928327645,0.03923863266166089,0.11496919369866632,True,-1.0
2024-25,2024-12-09,West Ham,Wolves,H,0.2439633117185848,0.2224032586558045,4.37,A,0,0.021560053062780304,0.021560053062780304,0.22883295194508008,0.015130359773504715,0.06611967221021553,True,-1.0
2024-25,2024-12-09,West Ham,Wolves,H,0.2371542600865617,0.24358452138492873,3.99,D,0,-0.006430261298367018,0.006430261298367018,0.2506265664160401,-0.013472306329478378,-0.05375450225461875,False,-1.0
2024-25,2024-12-09,West Ham,Wolves,H,0.5188824281948534,0.5340122199592667,1.82,H,1,-0.015129791764413314,0.015129791764413314,0.5494505494505494,-0.030568121255695968,-0.055633980685366735,False,0.8200000000000001
2024-25,2024-12-14,Arsenal,Everton,D,0.0751913142529293,0.07462686567164178,13.0,A,0,0.0005644485812875133,0.0005644485812875133,0.07692307692307693,-0.0017317626701476296,-0.022512914711919185,False,-1.0
2024-25,2024-12-14,Arsenal,Everton,D,0.1344764523908074,0.14925373134328357,6.5,D,1,-0.014777278952476158,0.014777278952476158,0.15384615384615385,-0.019369701455346444,-0.1259030594597519,False,5.5
2024-25,2024-12-14,Arsenal,Everton,D,0.790332233356263,0.7761194029850745,1.25,H,0,0.014212830371188478,0.014212830371188478,0.8,-0.00966776664373703,-0.012084708304671232,False,-1.0
2024-25,2024-12-14,Liverpool,Fulham,D,0.1030114093543079,0.09973375575906096,9.62,A,0,0.0032776535952469404,0.0032776535952469404,0.10395010395010396,-0.0009386945957960552,-0.00903024201155811,False,-1.0
2024-25,2024-12-14,Liverpool,Fulham,D,0.1626224682361614,0.15651529044081017,6.13,D,1,0.006107177795351221,0.006107177795351221,0.1631321370309951,-0.0005096687948337175,-0.0031242697123307073,False,5.13
2024-25,2024-12-14,Liverpool,Fulham,D,0.7343661224095307,0.7437509538001289,1.29,H,0,-0.009384831390598203,0.009384831390598203,0.7751937984496123,-0.04082767604008164,-0.05266770209170535,False,-1.0
2024-25,2024-12-14,Newcastle,Leicester,H,0.173294879204292,0.10136505085054899,9.49,A,0,0.07192982835374302,0.07192982835374302,0.1053740779768177,0.0679208012274743,0.6445684036487311,True,-1.0
2024-25,2024-12-14,Newcastle,Leicester,H,0.2021206899785592,0.15293391614812557,6.29,D,0,0.04918677383043363,0.04918677383043363,0.1589825119236884,0.0431381780548708,0.27133913996513725,True,-1.0
2024-25,2024-12-14,Newcastle,Leicester,H,0.6245844308171489,0.7457010330013254,1.29,H,1,-0.12111660218417653,0.12111660218417653,0.7751937984496123,-0.15060936763246346,-0.1942860842458779,False,0.29000000000000004
2024-25,2024-12-14,Nott'm Forest,Aston Villa,H,0.3593145689869462,0.34649898423140174,2.81,A,0,0.012815584755544451,0.012815584755544451,0.35587188612099646,0.003442682865949731,0.009673938853318909,True,-1.0
2024-25,2024-12-14,Nott'm Forest,Aston Villa,H,0.2511009096219127,0.2968482151494631,3.28,D,0,-0.04574730552755035,0.04574730552755035,0.3048780487804878,-0.05377713915857507,-0.17638901644012628,False,-1.0
2024-25,2024-12-14,Nott'm Forest,Aston Villa,H,0.3895845213911409,0.3566528006191351,2.73,H,1,0.03293172077200579,0.03293172077200579,0.3663003663003663,0.02328415509077464,0.06356574339781473,True,1.73
2024-25,2024-12-14,Wolves,Ipswich,A,0.3155114574196687,0.24741988510227253,3.93,A,1,0.06809157231739615,0.06809157231739615,0.2544529262086514,0.061058531211017286,0.23996002765929791,True,2.93
2024-25,2024-12-14,Wolves,Ipswich,A,0.2662180998819466,0.26640004067176193,3.65,D,0,-0.0001819407898153158,0.0001819407898153158,0.273972602739726,-0.0077545028577793995,-0.028303935430894933,False,-1.0
2024-25,2024-12-14,Wolves,Ipswich,A,0.4182704426983846,0.4861800742259655,2.0,H,0,-0.0679096315275809,0.0679096315275809,0.5,-0.08172955730161541,-0.16345911460323082,False,-1.0
2024-25,2024-12-15,Brighton,Crystal Palace,A,0.2166810644600428,0.23440230945975138,4.14,A,1,-0.01772124499970859,0.01772124499970859,0.24154589371980678,-0.024864829259763993,-0.10294039313542291,False,3.1399999999999997
2024-25,2024-12-15,Brighton,Crystal Palace,A,0.2323871565758192,0.2601677107676597,3.73,D,0,-0.0277805541918405,0.0277805541918405,0.2680965147453083,-0.035709358169489114,-0.13319590597219433,False,-1.0
2024-25,2024-12-15,Brighton,Crystal Palace,A,0.5509317789641379,0.505429979772589,1.92,H,0,0.04550179919154895,0.04550179919154895,0.5208333333333334,0.03009844563080455,0.05778901561114469,True,-1.0
2024-25,2024-12-15,Chelsea,Brentford,H,0.1337499972679183,0.11682892906815022,8.25,A,0,0.01692106819976809,0.01692106819976809,0.12121212121212122,0.012537876055797093,0.10343747746032594,True,-1.0
2024-25,2024-12-15,Chelsea,Brentford,H,0.1867533546146054,0.15299026425591097,6.3,D,0,0.03376309035869443,0.03376309035869443,0.15873015873015872,0.028023195884446683,0.17654613407201403,True,-1.0
2024-25,2024-12-15,Chelsea,Brentford,H,0.6794966481174762,0.7301808066759388,1.32,H,1,-0.05068415855846253,0.05068415855846253,0.7575757575757576,-0.07807910945828134,-0.10306442448493136,False,0.32000000000000006
2024-25,2024-12-15,Man City,Man United,A,0.1250446598125479,0.1661845386533666,5.85,A,1,-0.04113987884081871,0.04113987884081871,0.17094017094017094,-0.04589551112762305,-0.26848874009659485,False,4.85
2024-25,2024-12-15,Man City,Man United,A,0.16183113812798,0.19840399002493764,4.9,D,0,-0.03657285189695764,0.03657285189695764,0.2040816326530612,-0.0422504945250812,-0.2070274231728979,False,-1.0
2024-25,2024-12-15,Man City,Man United,A,0.7131242020594719,0.6354114713216958,1.53,H,0,0.07771273073777607,0.07771273073777607,0.6535947712418301,0.05952943081764184,0.09108002915099211,True,-1.0
2024-25,2024-12-15,Southampton,Tottenham,A,0.6553324642130585,0.5429668675149589,1.79,A,1,0.11236559669809953,0.11236559669809953,0.5586592178770949,0.09667324633596353,0.17304511094137465,True,0.79
2024-25,2024-12-15,Southampton,Tottenham,A,0.1892500066827813,0.21646117880885887,4.49,D,0,-0.02721117212607757,0.02721117212607757,0.22271714922048996,-0.03346714253770866,-0.15026746999431195,False,-1.0
2024-25,2024-12-15,Southampton,Tottenham,A,0.1554175291041601,0.24057195367618228,4.04,H,0,-0.08515442457202219,0.08515442457202219,0.24752475247524752,-0.09210722337108743,-0.3721131824191932,False,-1.0
2024-25,2024-12-16,Bournemouth,West Ham,D,0.2872233500818255,0.21961784809521534,4.42,A,0,0.06760550198661014,0.06760550198661014,0.22624434389140272,0.06097900619042276,0.2695272073616686,True,-1.0
2024-25,2024-12-16,Bournemouth,West Ham,D,0.2452218012199506,0.23503895607284547,4.13,D,1,0.01018284514710513,0.01018284514710513,0.24213075060532688,0.003091050614623725,0.012766039038395904,True,3.13
2024-25,2024-12-16,Bournemouth,West Ham,D,0.4675548486982239,0.5453431958319392,1.78,H,0,-0.07778834713371535,0.07778834713371535,0.5617977528089888,-0.09424290411076491,-0.16775236931716142,False,-1.0
2024-25,2024-12-21,Aston Villa,Man City,H,0.4424036993291215,0.43417387426248566,2.24,A,0,0.008229825066635832,0.008229825066635832,0.4464285714285714,-0.004024872099449905,-0.009015713502767753,False,-1.0
2024-25,2024-12-21,Aston Villa,Man City,H,0.2272837549138654,0.26285121036431564,3.7,D,0,-0.03556745545045023,0.03556745545045023,0.27027027027027023,-0.042986515356404825,-0.1590501068186979,False,-1.0
2024-25,2024-12-21,Aston Villa,Man City,H,0.3303125457570133,0.3029749153731987,3.21,H,1,0.027337630383814593,0.027337630383814593,0.3115264797507788,0.018786066006234503,0.06030327188001272,True,2.21
2024-25,2024-12-21,Brentford,Nott'm Forest,A,0.3724000364643538,0.34984887411213544,2.78,A,1,0.02255116235221838,0.02255116235221838,0.3597122302158274,0.012687806248526445,0.03527210137090364,True,1.7799999999999998
2024-25,2024-12-21,Brentford,Nott'm Forest,A,0.2443207409936991,0.2657322049267039,3.66,D,0,-0.021411463933004804,0.021411463933004804,0.27322404371584696,-0.02890330272214786,-0.10578608796306121,False,-1.0
2024-25,2024-12-21,Brentford,Nott'm Forest,A,0.3832792225419469,0.3844189209611607,2.53,H,0,-0.0011396984192137971,0.0011396984192137971,0.3952569169960475,-0.011977694454100574,-0.030303566968874374,False,-1.0
2024-25,2024-12-21,Crystal Palace,Arsenal,A,0.6143485400587374,0.660944530570575,1.47,A,1,-0.046595990511837604,0.046595990511837604,0.6802721088435374,-0.06592356878479999,-0.09690764611365599,False,0.47
2024-25,2024-12-21,Crystal Palace,Arsenal,A,0.2079802123753856,0.21121488259537943,4.6,D,0,-0.0032346702199938238,0.0032346702199938238,0.2173913043478261,-0.0094110919724405,-0.0432910230732263,False,-1.0
2024-25,2024-12-21,Crystal Palace,Arsenal,A,0.177671247565877,0.12784058683404542,7.6,H,0,0.049830660731831566,0.049830660731831566,0.13157894736842105,0.04609230019745594,0.3503014815006651,True,-1.0
2024-25,2024-12-21,Ipswich,Newcastle,A,0.489817062241465,0.5605048682077869,1.73,A,1,-0.0706878059663219,0.0706878059663219,0.5780346820809249,-0.08821761983945992,-0.15261648232226555,False,0.73
2024-25,2024-12-21,Ipswich,Newcastle,A,0.2399751639212312,0.22869656179232808,4.24,D,0,0.011278602128903109,0.011278602128903109,0.23584905660377356,0.0041261073174576335,0.017494695026020413,True,-1.0
2024-25,2024-12-21,Ipswich,Newcastle,A,0.2702077738373037,0.21079856999988505,4.6,H,0,0.059409203837418656,0.059409203837418656,0.2173913043478261,0.0528164694894776,0.242955759651597,True,-1.0
2024-25,2024-12-21,West Ham,Brighton,D,0.3779155761919558,0.3921202445856803,2.48,A,0,-0.014204668393724473,0.014204668393724473,0.40322580645161293,-0.025310230259657118,-0.06276937104394964,False,-1.0
2024-25,2024-12-21,West Ham,Brighton,D,0.2486340203016706,0.26425494743817585,3.68,D,1,-0.015620927136505258,0.015620927136505258,0.2717391304347826,-0.023105110133112006,-0.08502680528985218,False,2.68
2024-25,2024-12-21,West Ham,Brighton,D,0.3734504035063737,0.34362480797614386,2.83,H,0,0.029825595530229843,0.029825595530229843,0.35335689045936397,0.020093513047009737,0.05686464192303764,True,-1.0
2024-25,2024-12-22,Everton,Chelsea,D,0.5869750750461187,0.5719130427537017,1.69,A,0,0.015062032292416982,0.015062032292416982,0.591715976331361,-0.004740901285242294,-0.00801212317205946,False,-1.0
2024-25,2024-12-22,Everton,Chelsea,D,0.2190030269228934,0.23516619032938096,4.11,D,1,-0.016163163406487574,0.016163163406487574,0.24330900243309,-0.024305975510196615,-0.09989755934690814,False,3.1100000000000003
2024-25,2024-12-22,Everton,Chelsea,D,0.1940218980309878,0.19292076691691734,5.01,H,0,0.0011011311140704527,0.0011011311140704527,0.1996007984031936,-0.0055789003722058195,-0.027950290864751204,False,-1.0
2024-25,2024-12-22,Fulham,Southampton,D,0.0949885100991067,0.16900834860517205,5.88,A,0,-0.07401983850606536,0.07401983850606536,0.17006802721088435,-0.07507951711177765,-0.4414675606172527,False,-1.0
2024-25,2024-12-22,Fulham,Southampton,D,0.1677019642297208,0.2394624312767257,4.15,D,1,-0.0717604670470049,0.0717604670470049,0.24096385542168672,-0.07326189119196591,-0.30403684844665857,False,3.1500000000000004
2024-25,2024-12-22,Fulham,Southampton,D,0.7373095256711726,0.5915292201181023,1.68,H,0,0.1457803055530703,0.1457803055530703,0.5952380952380952,0.14207143043307735,0.23868000312756998,True,-1.0
2024-25,2024-12-22,Leicester,Wolves,A,0.2923237333523169,0.4037510701449363,2.41,A,1,-0.1114273367926194,0.1114273367926194,0.41493775933609955,-0.12261402598378268,-0.29549980262091624,False,1.4100000000000001
2024-25,2024-12-22,Leicester,Wolves,A,0.2477680691125713,0.27721939574054033,3.51,D,0,-0.029451326627969038,0.029451326627969038,0.2849002849002849,-0.03713221578771361,-0.1303340774148748,False,-1.0
2024-25,2024-12-22,Leicester,Wolves,A,0.4599081975351116,0.31902953411452345,3.05,H,0,0.14087866342058813,0.14087866342058813,0.3278688524590164,0.13203934507609516,0.4027200024820903,True,-1.0
2024-25,2024-12-22,Man United,Bournemouth,A,0.265410664765829,0.228359544815241,4.25,A,1,0.03705111995058796,0.03705111995058796,0.23529411764705882,0.030116547118770154,0.1279953252547732,True,3.25
2024-25,2024-12-22,Man United,Bournemouth,A,0.2416602830964542,0.2554021224907301,3.8,D,0,-0.013741839394275868,0.013741839394275868,0.2631578947368421,-0.02149761164038788,-0.08169092423347402,False,-1.0
2024-25,2024-12-22,Man United,Bournemouth,A,0.4929290521377167,0.5162383326940289,1.88,H,0,-0.02330928055631215,0.02330928055631215,0.5319148936170213,-0.03898584147930456,-0.0732933819810927,False,-1.0
2024-25,2024-12-22,Tottenham,Liverpool,A,0.5054639819317828,0.5884526558891455,1.65,A,1,-0.08298867395736276,0.08298867395736276,0.6060606060606061,-0.10059662412882331,-0.16598442981255845,False,0.6499999999999999
2024-25,2024-12-22,Tottenham,Liverpool,A,0.2219430317557569,0.2133949191685912,4.55,D,0,0.008548112587165674,0.008548112587165674,0.21978021978021978,0.00216281197553711,0.009840794488693794,True,-1.0
2024-25,2024-12-22,Tottenham,Liverpool,A,0.2725929863124602,0.19815242494226326,4.9,H,0,0.07444056137019694,0.07444056137019694,0.2040816326530612,0.068511353659399,0.33570563293105504,True,-1.0
2024-25,2024-12-26,Bournemouth,Crystal Palace,D,0.2513606394359736,0.27781816626753336,3.5,A,0,-0.026457526831559774,0.026457526831559774,0.2857142857142857,-0.03435364627831211,-0.12023776197409242,False,-1.0
2024-25,2024-12-26,Bournemouth,Crystal Palace,D,0.2501685616303125,0.2656731098186795,3.66,D,1,-0.015504548188366996,0.015504548188366996,0.27322404371584696,-0.023055482085534484,-0.08438306443305632,False,2.66
2024-25,2024-12-26,Bournemouth,Crystal Palace,D,0.498470798933714,0.4565087239137873,2.13,H,0,0.041962075019926715,0.041962075019926715,0.4694835680751174,0.028987230858596613,0.06174280172881064,True,-1.0
2024-25,2024-12-26,Chelsea,Fulham,A,0.1651357341938173,0.14109757338153703,6.86,A,1,0.024038160812280274,0.024038160812280274,0.14577259475218657,0.019363139441630733,0.13283113656958667,True,5.86
2024-25,2024-12-26,Chelsea,Fulham,A,0.1985299544894401,0.19593711607233685,4.94,D,0,0.002592838417103255,0.002592838417103255,0.20242914979757085,-0.0038991953081307373,-0.01926202482216577,False,-1.0
2024-25,2024-12-26,Chelsea,Fulham,A,0.6363343113167426,0.6629653105461261,1.46,H,0,-0.0266309992293835,0.0266309992293835,0.684931506849315,-0.04859719553257247,-0.07095190547755592,False,-1.0
2024-25,2024-12-26,Liverpool,Leicester,H,0.0462712396833432,0.03574655485131816,27.0,A,0,0.010524684832025039,0.010524684832025039,0.037037037037037035,0.009234202646306165,0.24932347145026634,True,-1.0
2024-25,2024-12-26,Liverpool,Leicester,H,0.0942322370312206,0.07878832497841554,12.25,D,0,0.01544391205280507,0.01544391205280507,0.08163265306122448,0.012599583969996123,0.15434490363245246,True,-1.0
2024-25,2024-12-26,Liverpool,Leicester,H,0.8594965232854364,0.8854651201702664,1.09,H,1,-0.025968596884829998,0.025968596884829998,0.9174311926605504,-0.057934669375114045,-0.06314878961887427,False,0.09000000000000008
2024-25,2024-12-26,Man City,Everton,D,0.111420114771046,0.10806125397284022,9.0,A,0,0.0033588607982057844,0.0033588607982057844,0.1111111111111111,0.00030900365993490053,0.0027810329394140076,True,-1.0
2024-25,2024-12-26,Man City,Everton,D,0.1655104647886127,0.17682750650101128,5.5,D,1,-0.011317041712398584,0.011317041712398584,0.18181818181818182,-0.016307717029569124,-0.08969244366263018,False,4.5
2024-25,2024-12-26,Man City,Everton,D,0.7230694204403414,0.7151112395261485,1.36,H,0,0.00795818091419287,0.00795818091419287,0.7352941176470588,-0.012224697206717372,-0.016625588201135688,False,-1.0
2024-25,2024-12-26,Newcastle,Aston Villa,H,0.2385707368649393,0.24935649828787024,3.89,A,0,-0.010785761422930945,0.010785761422930945,0.2570694087403599,-0.01849867187542059,-0.07195983359538616,False,-1.0
2024-25,2024-12-26,Newcastle,Aston Villa,H,0.2297845383849011,0.25064516236170936,3.87,D,0,-0.020860623976808268,0.020860623976808268,0.25839793281653745,-0.028613394431636352,-0.11073383645043278,False,-1.0
2024-25,2024-12-26,Newcastle,Aston Villa,H,0.5316447247501594,0.4999983393504203,1.94,H,1,0.03164638539973913,0.03164638539973913,0.5154639175257733,0.016180807224386196,0.03139076601530921,True,0.94
2024-25,2024-12-26,Nott'm Forest,Tottenham,H,0.4408692528869639,0.3019169329073482,3.22,A,0,0.13895231997961566,0.13895231997961566,0.3105590062111801,0.13031024667578378,0.4195989942960239,True,-1.0
2024-25,2024-12-26,Nott'm Forest,Tottenham,H,0.2363963354368364,0.24800319488817893,3.92,D,0,-0.011606859451342516,0.011606859451342516,0.25510204081632654,-0.018705705379490123,-0.07332636508760126,False,-1.0
2024-25,2024-12-26,Nott'm Forest,Tottenham,H,0.3227344116761996,0.4500798722044728,2.16,H,1,-0.12734546052827322,0.12734546052827322,0.4629629629629629,-0.14022855128676331,-0.3028936707794089,False,1.1600000000000001
2024-25,2024-12-26,Southampton,West Ham,A,0.5203330348108757,0.4207429201912468,2.31,A,1,0.09959011461962886,0.09959011461962886,0.4329004329004329,0.08743260191044278,0.20196931041312283,True,1.31
2024-25,2024-12-26,Southampton,West Ham,A,0.2376065611999274,0.2677454946671571,3.63,D,0,-0.030138933467229678,0.030138933467229678,0.27548209366391185,-0.03787553246398445,-0.13748818284426356,False,-1.0
2024-25,2024-12-26,Southampton,West Ham,A,0.2420604039891969,0.3115115851415962,3.12,H,0,-0.06945118115239932,0.06945118115239932,0.3205128205128205,-0.07845241652362359,-0.24477153955370567,False,-1.0
2024-25,2024-12-26,Wolves,Man United,H,0.4965496180247344,0.5392919453329457,1.8,A,0,-0.04274232730821126,0.04274232730821126,0.5555555555555556,-0.05900593753082117,-0.10621068755547802,False,-1.0
2024-25,2024-12-26,Wolves,Man United,H,0.2358195059298619,0.24207618493748184,4.01,D,0,-0.0062566790076199474,0.0062566790076199474,0.24937655860349128,-0.013557052673629388,-0.05436378122125385,False,-1.0
2024-25,2024-12-26,Wolves,Man United,H,0.2676308760454037,0.21863186972957255,4.44,H,1,0.04899900631583115,0.04899900631583115,0.2252252252252252,0.0424056508201785,0.18828108964159251,True,3.4400000000000004
2024-25,2024-12-27,Arsenal,Ipswich,H,0.0518535825928504,0.04108969760105353,23.5,A,0,0.010763884991796875,0.010763884991796875,0.0425531914893617,0.009300391103488702,0.2185591909319844,True,-1.0
2024-25,2024-12-27,Arsenal,Ipswich,H,0.1113200965917342,0.10439004255402788,9.25,D,0,0.006930054037706315,0.006930054037706315,0.10810810810810811,0.0032119884836260826,0.029710893473541278,True,-1.0
2024-25,2024-12-27,Arsenal,Ipswich,H,0.8368263208154154,0.8545202598449185,1.13,H,1,-0.017693939029503114,0.017693939029503114,0.8849557522123894,-0.04812943139697401,-0.054386257478580724,False,0.1299999999999999
2024-25,2024-12-27,Brighton,Brentford,D,0.2741615175963099,0.1924562686892799,5.05,A,0,0.08170524890703001,0.08170524890703001,0.19801980198019803,0.07614171561611188,0.38451566386136493,True,-1.0
2024-25,2024-12-27,Brighton,Brentford,D,0.2339470061822628,0.2112835123654051,4.6,D,1,0.0226634938168577,0.0226634938168577,0.2173913043478261,0.016555701834436692,0.07615622843840875,True,3.5999999999999996
2024-25,2024-12-27,Brighton,Brentford,D,0.4918914762214273,0.596260218945315,1.63,H,0,-0.10436874272388769,0.10436874272388769,0.6134969325153374,-0.12160545629391012,-0.19821689375907348,False,-1.0
2024-25,2024-12-29,Crystal Palace,Southampton,H,0.1004514459398294,0.15043117638350947,6.43,A,0,-0.04997973044368008,0.04997973044368008,0.15552099533437014,-0.05506954939454074,-0.35409720260689703,False,-1.0
2024-25,2024-12-29,Crystal Palace,Southampton,H,0.1870364434070481,0.2173645986844867,4.45,D,0,-0.030328155277438623,0.030328155277438623,0.2247191011235955,-0.03768265771654741,-0.16768782683863603,False,-1.0
2024-25,2024-12-29,Crystal Palace,Southampton,H,0.7125121106531225,0.6322042249320038,1.53,H,1,0.08030788572111869,0.08030788572111869,0.6535947712418301,0.0589173394112924,0.09014352929927738,True,0.53
2024-25,2024-12-29,Everton,Nott'm Forest,A,0.3115819170546831,0.3242321617166218,3.0,A,1,-0.012650244661938703,0.012650244661938703,0.3333333333333333,-0.021751416278650237,-0.06525424883595077,False,2.0
2024-25,2024-12-29,Everton,Nott'm Forest,A,0.2906486364787523,0.3168392459771549,3.07,D,0,-0.02619060949840263,0.02619060949840263,0.32573289902280134,-0.03508426254404906,-0.10770868601023054,False,-1.0
2024-25,2024-12-29,Everton,Nott'm Forest,A,0.3977694464665647,0.35892859230622337,2.71,H,0,0.03884085416034133,0.03884085416034133,0.36900369003690037,0.028765756429664335,0.07795519992439037,True,-1.0
2024-25,2024-12-29,Fulham,Bournemouth,D,0.252019504348152,0.29378376479549767,3.31,A,0,-0.04176426044734566,0.04176426044734566,0.3021148036253776,-0.05009529927722561,-0.16581544060761677,False,-1.0
2024-25,2024-12-29,Fulham,Bournemouth,D,0.2566824920663831,0.2778355032780278,3.5,D,1,-0.0211530112116447,0.0211530112116447,0.2857142857142857,-0.029031793647902593,-0.1016112777676591,False,2.5
2024-25,2024-12-29,Fulham,Bournemouth,D,0.4912980035854646,0.4283807319264746,2.27,H,0,0.06291727165899003,0.06291727165899003,0.44052863436123346,0.05076936922423114,0.11524646813900463,True,-1.0
2024-25,2024-12-29,Leicester,Man City,A,0.6544588951879007,0.7565888941649355,1.27,A,1,-0.10212999897703479,0.10212999897703479,0.7874015748031495,-0.13294267961524886,-0.16883720311136607,False,0.27
2024-25,2024-12-29,Leicester,Man City,A,0.1946690088869999,0.14966789650926293,6.42,D,0,0.04500111237773696,0.04500111237773696,0.1557632398753894,0.0389057690116105,0.2497750370545393,True,-1.0
2024-25,2024-12-29,Leicester,Man City,A,0.1508720959250994,0.09374320932580177,10.25,H,0,0.05712888659929763,0.05712888659929763,0.0975609756097561,0.0533111203153433,0.5464389832322689,True,-1.0
2024-25,2024-12-29,Tottenham,Wolves,D,0.1455800725594208,0.21143997916847496,4.6,A,0,-0.06585990660905416,0.06585990660905416,0.2173913043478261,-0.07181123178840532,-0.33033166622666443,False,-1.0
2024-25,2024-12-29,Tottenham,Wolves,D,0.1868947356987001,0.2096172207273674,4.64,D,1,-0.022722485028667305,0.022722485028667305,0.21551724137931036,-0.028622505680610255,-0.13280842635803158,False,3.6399999999999997
2024-25,2024-12-29,Tottenham,Wolves,D,0.6675251917418791,0.5789428001041576,1.68,H,0,0.08858239163772152,0.08858239163772152,0.5952380952380952,0.07228709650378384,0.12144232212635675,True,-1.0
2024-25,2024-12-29,West Ham,Liverpool,A,0.6614938233026603,0.698283982471229,1.39,A,1,-0.03679015916856876,0.03679015916856876,0.7194244604316548,-0.05793063712899449,-0.08052358560930228,False,0.3899999999999999
2024-25,2024-12-29,West Ham,Liverpool,A,0.1800255591483262,0.1764754064790924,5.5,D,0,0.0035501526692337804,0.0035501526692337804,0.18181818181818182,-0.001792622669855637,-0.009859424684205975,False,-1.0
2024-25,2024-12-29,West Ham,Liverpool,A,0.1584806175490135,0.12524061104967849,7.75,H,0,0.033240006499335006,0.033240006499335006,0.12903225806451613,0.029448359484497366,0.22822478600485452,True,-1.0
2024-25,2024-12-30,Aston Villa,Brighton,D,0.3185055669504859,0.22844134891342444,4.25,A,0,0.09006421803706144,0.09006421803706144,0.23529411764705882,0.08321144930342705,0.3536486595395649,True,-1.0
2024-25,2024-12-30,Aston Villa,Brighton,D,0.2468902170124784,0.24958245061235315,3.89,D,1,-0.0026922335998747493,0.0026922335998747493,0.2570694087403599,-0.010179191727881481,-0.039597055821459004,False,2.89
2024-25,2024-12-30,Aston Villa,Brighton,D,0.4346042160370359,0.5219762004742224,1.86,H,0,-0.08737198443718652,0.08737198443718652,0.5376344086021505,-0.10303019256511459,-0.19163615817111312,False,-1.0
2024-25,2024-12-30,Ipswich,Chelsea,H,0.5323644226817157,0.6893784802683914,1.4,A,0,-0.15701405758667575,0.15701405758667575,0.7142857142857143,-0.1819212916039986,-0.25468980824559806,False,-1.0
2024-25,2024-12-30,Ipswich,Chelsea,H,0.2380282332357595,0.18278974855601288,5.28,D,0,0.055238484679746624,0.055238484679746624,0.1893939393939394,0.04863429384182011,0.2567890714848102,True,-1.0
2024-25,2024-12-30,Ipswich,Chelsea,H,0.2296073440825248,0.12783177117559577,7.55,H,1,0.10177557290692904,0.10177557290692904,0.13245033112582782,0.09715701295669699,0.7335354478230622,True,6.55
2024-25,2024-12-30,Man United,Newcastle,A,0.442662862922844,0.374714815753693,2.58,A,1,0.06794804716915104,0.06794804716915104,0.38759689922480617,0.055065963698037845,0.1420701863409375,True,1.58
2024-25,2024-12-30,Man United,Newcastle,A,0.2322206669868174,0.2685456179568133,3.6,D,0,-0.03632495096999591,0.03632495096999591,0.2777777777777778,-0.04555711079096039,-0.16400559884745736,False,-1.0
2024-25,2024-12-30,Man United,Newcastle,A,0.3251164700903385,0.35673956628949366,2.71,H,0,-0.031623096199155154,0.031623096199155154,0.36900369003690037,-0.04388721994656186,-0.1189343660551827,False,-1.0
