Season,Date,HomeTeam,AwayTeam,Fold,EvaluationSeason,Model,ActualOutcome,PredictedOutcome,Probability_H,Probability_D,Probability_A
2020-21,2021-01-13,Man City,Brighton,1,2020-21,Tuned Logistic Regression,H,H,0.591452624205116,0.3578313967624664,0.05071597903241762
2020-21,2021-01-13,Tottenham,Fulham,1,2020-21,Tuned Logistic Regression,D,H,0.7961660175335082,0.12104049628213992,0.08279348618435192
2020-21,2021-01-14,Arsenal,Crystal Palace,1,2020-21,Tuned Logistic Regression,D,H,0.6336946811062392,0.2172290954038887,0.14907622348987215
2020-21,2021-01-16,Fulham,Chelsea,1,2020-21,Tuned Logistic Regression,A,D,0.2916848380305263,0.3717128365785015,0.33660232539097223
2020-21,2021-01-16,Leeds,Brighton,1,2020-21,Tuned Logistic Regression,A,H,0.43721103934024846,0.345700964362293,0.21708799629745856
2020-21,2021-01-16,Leicester,Southampton,1,2020-21,Tuned Logistic Regression,H,H,0.6150910342153737,0.20550958822282148,0.1793993775618047
2020-21,2021-01-16,West Ham,Burnley,1,2020-21,Tuned Logistic Regression,H,H,0.6384293587701211,0.1537459961752612,0.20782464505461784
2020-21,2021-01-16,Wolves,West Brom,1,2020-21,Tuned Logistic Regression,A,H,0.8053104018990452,0.0983330649041066,0.09635653319684813
2020-21,2021-01-17,Liverpool,Man United,1,2020-21,Tuned Logistic Regression,D,H,0.7464071848409035,0.11356811536610054,0.14002469979299603
2020-21,2021-01-17,Man City,Crystal Palace,1,2020-21,Tuned Logistic Regression,H,H,0.648408126594978,0.2627622001492764,0.0888296732557455
2020-21,2021-01-17,Sheffield United,Tottenham,1,2020-21,Tuned Logistic Regression,A,A,0.28021599226314864,0.14357279257235367,0.5762112151644977
2020-21,2021-01-18,Arsenal,Newcastle,1,2020-21,Tuned Logistic Regression,H,H,0.6629675341259806,0.15541874016712426,0.18161372570689513
2020-21,2021-01-19,Leicester,Chelsea,1,2020-21,Tuned Logistic Regression,H,H,0.6354730466982759,0.18311906821940735,0.18140788508231673
2020-21,2021-01-19,West Ham,West Brom,1,2020-21,Tuned Logistic Regression,H,H,0.7347871999777154,0.16127727984579354,0.10393552017649108
2020-21,2021-01-20,Fulham,Man United,1,2020-21,Tuned Logistic Regression,A,A,0.12160987547554523,0.19406901812965244,0.6843211063948024
2020-21,2021-01-20,Man City,Aston Villa,1,2020-21,Tuned Logistic Regression,H,H,0.7694455918740084,0.14744266197183967,0.08311174615415189
2020-21,2021-01-21,Liverpool,Burnley,1,2020-21,Tuned Logistic Regression,A,H,0.9132587277055554,0.05579333833629783,0.030947933958146892
2020-21,2021-01-23,Aston Villa,Newcastle,1,2020-21,Tuned Logistic Regression,H,H,0.47641083838290643,0.4173738399977957,0.10621532161929784
2020-21,2021-01-26,Crystal Palace,West Ham,1,2020-21,Tuned Logistic Regression,A,H,0.4271479679348129,0.2683129620936246,0.30453906997156244
