Season,Date,HomeTeam,AwayTeam,EvaluationSeason,ActualOutcome,Fold,Model,CalibrationMethod,CalibrationTrainingStart,CalibrationTrainingEnd,PredictedOutcome,Probability_H,Probability_D,Probability_A
2024-25,2024-12-04,Man City,Nott'm Forest,2024-25,H,4,Tuned Random Forest,Isotonic,2020-21,2023-24,H,0.657486680626607,0.19778938160998752,0.14472393776340547
2024-25,2024-12-04,Newcastle,Liverpool,2024-25,D,4,Tuned Random Forest,Isotonic,2020-21,2023-24,A,0.14646936893933943,0.20613602034878017,0.6473946107118803
2024-25,2024-12-04,Southampton,Chelsea,2024-25,A,4,Tuned Random Forest,Isotonic,2020-21,2023-24,A,0.07907241969207374,0.23968827219159855,0.6812393081163277
2024-25,2024-12-05,Bournemouth,Tottenham,2024-25,H,4,Tuned Random Forest,Isotonic,2020-21,2023-24,A,0.25110712643202987,0.2498979428376541,0.49899493073031587
2024-25,2024-12-05,Fulham,Brighton,2024-25,H,4,Tuned Random Forest,Isotonic,2020-21,2023-24,H,0.38831626148014753,0.23336373723622345,0.3783200012836289
2024-25,2024-12-07,Aston Villa,Southampton,2024-25,H,4,Tuned Random Forest,Isotonic,2020-21,2023-24,H,0.6469190739903097,0.21068309718537717,0.14239782882431323
2024-25,2024-12-07,Brentford,Newcastle,2024-25,H,4,Tuned Random Forest,Isotonic,2020-21,2023-24,A,0.3406486712459601,0.25049793180676977,0.4088533969472702
2024-25,2024-12-07,Crystal Palace,Man City,2024-25,D,4,Tuned Random Forest,Isotonic,2020-21,2023-24,A,0.1820739675493169,0.21288023259449151,0.6050457998561916
2024-25,2024-12-07,Man United,Nott'm Forest,2024-25,A,4,Tuned Random Forest,Isotonic,2020-21,2023-24,H,0.5196986627257327,0.24487432458987035,0.23542701268439703
2024-25,2024-12-08,Fulham,Arsenal,2024-25,D,4,Tuned Random Forest,Isotonic,2020-21,2023-24,A,0.18956962153494641,0.22164412446429674,0.5887862540007568
2024-25,2024-12-08,Ipswich,Bournemouth,2024-25,A,4,Tuned Random Forest,Isotonic,2020-21,2023-24,A,0.3406486712459601,0.25049793180676977,0.4088533969472702
2024-25,2024-12-08,Leicester,Brighton,2024-25,D,4,Tuned Random Forest,Isotonic,2020-21,2023-24,A,0.20537269643348305,0.24012102319611256,0.5545062803704044
2024-25,2024-12-08,Tottenham,Chelsea,2024-25,A,4,Tuned Random Forest,Isotonic,2020-21,2023-24,H,0.38831626148014753,0.23336373723622345,0.3783200012836289
