Model,CalibrationMethod,EvaluationSeason,Outcome,PredictedProbability,ObservedIndicator,CalibrationBin
Direct Probability Ensemble,Sigmoid,2021-22,D,0.20664921597521838,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.17298607208870426,1,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.22348076139831097,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.20355471150366897,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.24108402556960587,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.183783068065685,1,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2156090502702034,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2184097309218281,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2348841441486627,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2271910415963574,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.20304906011268417,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.22625865008552137,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.22213944672226651,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2437845955892086,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.24538211306216068,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.25677443513663933,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.20559223584890965,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.22113484716172652,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21516194034716482,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.230394557291388,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21296913371840337,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.23737948096409175,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2276817731828487,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.23333459688756059,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.22121857761669345,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2220197187350213,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.18172612385829315,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.1632881715056765,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.17744599449788437,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21543818937872436,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2446465796807681,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.20434094793326466,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.23594725819303172,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.18701668486179077,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.24090272716286387,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.24594568136698014,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.24594619965304856,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.20988348801098547,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.1574139221779719,1,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.14863711490564765,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.24120739929129822,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21032217842420206,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2630167369184121,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21559901856932953,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.24006733355814724,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2224000583080832,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.1557871414467551,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.23739188689688087,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2872473448420864,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2007000301294638,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.19387168058167328,1,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.18395175013502899,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.25632446614434357,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21678908481047937,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2693669797661303,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2202342852354124,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.16907266494342194,1,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21058150104525483,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.23575778116425233,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.24008088548310003,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2440855350062114,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2326382496565873,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.1969430048349602,1,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2557172652007589,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2054184726610644,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2508422072946059,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.23667945791133138,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.15752235627214606,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.25645038059320835,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.24851592395128796,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.17100682624835575,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2159400091914156,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2069304844929398,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2322680656183092,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.13554071051482786,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.1663546394255817,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.23906327969082977,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21266224288384888,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.26415064603243454,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2265531585159047,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.22199233581302275,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.25459909947668813,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.20624351976940078,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2706100812537166,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2076239356036489,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.19995345155764574,1,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.1716751260292294,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21248701863558933,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2886005261223424,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.22140109728597043,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.254087976956584,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.20973140869796766,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.17660209898902676,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21431870400801345,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.12756299039789593,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.24197326120696053,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2498531242797075,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.13319044545123349,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.26276879475858417,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.22557203613741342,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.23472695452213896,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2235974190354946,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.1988034319268945,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.24311491275589042,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.22492654458328834,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.27390191238113615,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2423426888455195,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.25819881530150124,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.22615835262052944,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21927263114410633,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.22400230963682013,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.19407772790277755,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21637154851467263,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.14633144550755642,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.12498677017750971,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.20987088595061915,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.20288016452856167,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.27724962000236086,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21973796991878397,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2312594068570838,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.14531599211732604,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2654138492533903,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.26076078776140643,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2061973035041259,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21539948505645418,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.22664668074021196,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2152103648080593,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.22798792967140202,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2169613397043564,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.17706930538282312,1,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2060116024620166,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21359808234718952,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.28118940621510574,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21739725270093022,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.19242935500621872,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.16029243072271437,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2734920168405739,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.237290009054977,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.26126323140259916,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.15942267809607452,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.19136272661716106,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.20062263911602274,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.22969302272948605,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.19189387045880532,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.242699378822803,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2056582622019102,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2168681067704954,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.20535390230677522,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21373598223930165,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.24371095866568834,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.18783690618103413,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.28481562544042627,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.20923543450107995,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.20328989083885401,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.23115704482352584,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.20426547705639378,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.26304533225855076,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21741280235935115,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.26652844015956006,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.19669339716116271,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21172357499430652,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.27539655732492696,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2395567115722318,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.19933848823017788,1,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21124340758871538,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.1906998707979472,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.22210893640436039,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.13978106496411308,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2041538609583913,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2422552331794176,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.22916945245603607,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.17308836828450033,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.1942199168570009,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2066749600601458,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.25741562580234933,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21857612936968818,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.24468172770369134,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2226502314140287,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.20268593301919077,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.24212783755432996,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.22267392470241634,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.28899400960019217,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.19606842444369743,1,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2133250099508538,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.19033299342065946,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.19872509423438994,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.1829521632787715,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.266682390349762,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21474644788928232,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.18691345445135693,1,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.15892526194027964,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.18115260293609772,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2357246874558168,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.15369423831988,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.24504527649313518,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.23766123398243397,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.22681183661831303,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.24096392660173144,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.23952141658238793,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.13490665830436502,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2415840882084033,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2220404853836415,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2638523647090564,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.20104083785820828,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.13080253601086483,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21921925239190693,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.19890783621619912,1,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2141192042320299,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.22194354620390086,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.1960667541088268,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2342438836312689,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2589681614780561,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.25191188212048327,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.20158861222043695,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21121776170419293,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21472271277970081,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21599890741366565,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.22484140209773704,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.23034794804096845,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.23752307449190208,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.1682929053844418,1,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.18376587797467897,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.1680625909836867,1,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.20482620291148146,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21514558213815094,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.1645879490019762,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.24582840961945848,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.22091935565389903,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.23036784480928832,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21047582419111935,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21952217588812867,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.1935774869249306,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.22074643451252304,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2404269071966508,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.27167687076687136,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.261460307919119,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.19751567599809913,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21654455624842248,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.1956679428108444,1,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.1789577964292902,1,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2233838109820974,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.19081322381841997,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.22914793954416815,1,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.18266476355882452,1,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.24506421831437736,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.22698722244748082,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.23032838018493235,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.24224912379441327,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.2437937289918684,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.13395281865679853,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.19614162401892546,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21817983419465317,0,2
Direct Probability Ensemble,Sigmoid,2021-22,D,0.14932909953186183,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.15219108527901876,0,1
Direct Probability Ensemble,Sigmoid,2021-22,D,0.21658400417083726,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22781852123064703,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23296581040044853,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22188413793046413,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2001034883515265,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24063530609366177,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23482387601640706,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2131029437089875,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23824573456796738,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23337234678043794,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.20690821319438535,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.20824264798931258,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24612556373636157,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23251635154228528,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2369760912680986,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.1824478946810242,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.25197771490536713,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2474720700543915,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23303917846002004,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23920006466488736,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.19290310956961795,1,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22862377333980358,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2570388609408375,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.26525657979994427,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2520485655234966,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2475108576359705,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21627291832485732,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22494902764972094,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21867025079302216,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2654690572350108,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21413766497864303,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.20791826639927377,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2537723052856537,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.246814893539109,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2290634884613848,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.19957905663244782,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.18469019393416547,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23978709057346978,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2431378281465052,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2381708340775807,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23997236403333672,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2625453098699082,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2532567044803392,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.25360134877311963,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2367589693685951,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21293986697923162,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2594572748286558,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21733823469047056,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.18702492434140056,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23713482608888684,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24004861740117844,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22320006819122373,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2602324323316947,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2319119247065831,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21308613315713762,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24148828045850376,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23914028905565915,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21185838378062635,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.25290128628535635,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2323793557935291,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.25370119091274473,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24899950973887788,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2550210236274857,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22106388699088234,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2142498772996306,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22370405590482806,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2491490038687694,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23835150618187784,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.25353157483780486,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24817073163089545,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2339200700173568,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24569058127550536,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23130445546754988,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2526851205021363,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2465791505153978,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.25152892887448525,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.1928959098689588,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22817347511373443,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2319862097586103,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23492313488389904,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2167990306126484,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.17795610139287305,0,1
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23962503352429015,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2305644434946108,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23433425967645946,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2290863012819737,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2405117800655605,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.25117696080919993,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.24008597425239286,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.25733514786337197,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2379846129800736,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.21139532815722145,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23927326699479085,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23004619356826478,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22280311947303977,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.26108323545144096,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2606591659451663,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.23555479936768448,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.22074214183852886,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2365260439367404,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2337837589669299,0,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.2319268352553144,1,2
Direct Probability Ensemble,Sigmoid,2022-23,D,0.20362542893693497,0,2
