Model,CalibrationMethod,EvaluationSeason,Outcome,PredictedProbability,ObservedIndicator,CalibrationBin
Independent Poisson,Original,2022-23,H,0.4374255104545134,0,4
Independent Poisson,Original,2022-23,H,0.7654635242810126,0,7
Independent Poisson,Original,2022-23,H,0.6933942993827402,1,6
Independent Poisson,Original,2022-23,H,0.0523883684506092,0,0
Independent Poisson,Original,2022-23,H,0.2582037213681082,0,2
Independent Poisson,Original,2022-23,H,0.4106140072094515,1,4
Independent Poisson,Original,2022-23,H,0.3955749857247858,1,3
Independent Poisson,Original,2022-23,H,0.3092536755578496,0,3
Independent Poisson,Original,2022-23,H,0.2961564059091743,0,2
Independent Poisson,Original,2022-23,H,0.2943733830924846,0,2
Independent Poisson,Original,2022-23,H,0.6018069306447782,0,6
Independent Poisson,Original,2022-23,H,0.3588489247380588,0,3
Independent Poisson,Original,2022-23,H,0.4906201659161934,1,4
Independent Poisson,Original,2022-23,H,0.4786646436088226,0,4
Independent Poisson,Original,2022-23,H,0.8138171665722653,1,8
Independent Poisson,Original,2022-23,H,0.5539285960814987,1,5
Independent Poisson,Original,2022-23,H,0.3365115573480194,1,3
Independent Poisson,Original,2022-23,H,0.2728303336013746,0,2
Independent Poisson,Original,2022-23,H,0.691693761192359,1,6
Independent Poisson,Original,2022-23,H,0.8715331886881494,1,8
Independent Poisson,Original,2022-23,H,0.4540362821749675,1,4
Independent Poisson,Original,2022-23,H,0.2571042989498455,1,2
Independent Poisson,Original,2022-23,H,0.4019732251289832,1,4
Independent Poisson,Original,2022-23,H,0.3209572091165701,0,3
Independent Poisson,Original,2022-23,H,0.5225423356878831,1,5
Independent Poisson,Original,2022-23,H,0.366545534432078,0,3
Independent Poisson,Original,2022-23,H,0.3108868293452682,1,3
Independent Poisson,Original,2022-23,H,0.3665079692545445,0,3
Independent Poisson,Original,2022-23,H,0.3764823445902737,0,3
Independent Poisson,Original,2022-23,H,0.6719197850895169,1,6
Independent Poisson,Original,2022-23,H,0.5288323254400986,1,5
Independent Poisson,Original,2022-23,H,0.1787218076153195,0,1
Independent Poisson,Original,2022-23,H,0.1825363030778717,0,1
Independent Poisson,Original,2022-23,H,0.2267471068160763,1,2
Independent Poisson,Original,2022-23,H,0.4445990428598534,0,4
Independent Poisson,Original,2022-23,H,0.2644856716800651,0,2
Independent Poisson,Original,2022-23,H,0.2912466509803952,0,2
Independent Poisson,Original,2022-23,H,0.5892428774645381,1,5
Independent Poisson,Original,2022-23,H,0.4129617073091114,0,4
Independent Poisson,Original,2022-23,H,0.1905773845417233,0,1
Independent Poisson,Original,2022-23,H,0.7721041161306672,1,7
Independent Poisson,Original,2022-23,H,0.4560942310159012,1,4
Independent Poisson,Original,2022-23,H,0.6834068173507665,1,6
Independent Poisson,Original,2022-23,H,0.4288685678667996,1,4
Independent Poisson,Original,2022-23,H,0.4345185575231951,1,4
Independent Poisson,Original,2022-23,H,0.3818886532539639,0,3
Independent Poisson,Original,2022-23,H,0.2911504378309835,1,2
Independent Poisson,Original,2022-23,H,0.8291256638182973,1,8
Independent Poisson,Original,2022-23,H,0.1504781495365768,1,1
Independent Poisson,Original,2022-23,H,0.3987359824822249,1,3
Independent Poisson,Original,2022-23,H,0.471475859069111,0,4
Independent Poisson,Original,2022-23,H,0.1505879598877176,0,1
Independent Poisson,Original,2022-23,H,0.5051185099730544,0,5
Independent Poisson,Original,2022-23,H,0.3626432044763756,0,3
Independent Poisson,Original,2022-23,H,0.4449524081276776,1,4
Independent Poisson,Original,2022-23,H,0.1494766808425169,0,1
Independent Poisson,Original,2022-23,H,0.6019964978279573,0,6
Independent Poisson,Original,2022-23,H,0.3170727191354348,1,3
Independent Poisson,Original,2022-23,H,0.5191902624883455,1,5
Independent Poisson,Original,2022-23,H,0.3581375307958258,0,3
Independent Poisson,Original,2022-23,H,0.0619841816434513,0,0
Independent Poisson,Original,2022-23,H,0.8184927520212472,0,8
Independent Poisson,Original,2022-23,H,0.6265423121262053,1,6
Independent Poisson,Original,2022-23,H,0.7572017020484711,1,7
Independent Poisson,Original,2022-23,H,0.5569141609896735,1,5
Independent Poisson,Original,2022-23,H,0.4213262519679999,0,4
Independent Poisson,Original,2022-23,H,0.4629200470313241,1,4
Independent Poisson,Original,2022-23,H,0.9041283524039748,1,9
Independent Poisson,Original,2022-23,H,0.3555680836123904,0,3
Independent Poisson,Original,2022-23,H,0.2691741138319933,0,2
Independent Poisson,Original,2022-23,H,0.2446963307055673,1,2
Independent Poisson,Original,2022-23,H,0.3364998020359063,0,3
Independent Poisson,Original,2022-23,H,0.2039583874747944,0,2
Independent Poisson,Original,2022-23,H,0.4239181441126122,0,4
Independent Poisson,Original,2022-23,H,0.4427384804199867,0,4
Independent Poisson,Original,2022-23,H,0.2979868998349593,1,2
Independent Poisson,Original,2022-23,H,0.7803505438136932,1,7
Independent Poisson,Original,2022-23,H,0.8577695282752185,0,8
Independent Poisson,Original,2022-23,H,0.4632919338725133,1,4
Independent Poisson,Original,2022-23,H,0.3325442011051484,1,3
Independent Poisson,Original,2022-23,H,0.6727419519954327,1,6
Independent Poisson,Original,2022-23,H,0.3572184960553075,0,3
Independent Poisson,Original,2022-23,H,0.1165646442161505,0,1
Independent Poisson,Original,2022-23,H,0.5544004422597827,0,5
Independent Poisson,Original,2022-23,H,0.2742419761725573,0,2
Independent Poisson,Original,2022-23,H,0.6978373029309042,1,6
Independent Poisson,Original,2022-23,H,0.1947573498797248,0,1
Independent Poisson,Original,2022-23,H,0.2610147239712126,0,2
Independent Poisson,Original,2022-23,H,0.4714933903839061,0,4
Independent Poisson,Original,2022-23,H,0.4366470718667292,0,4
Independent Poisson,Original,2022-23,H,0.2634783813492752,0,2
Independent Poisson,Original,2022-23,H,0.2704898970074775,0,2
Independent Poisson,Original,2022-23,H,0.6164987023550654,1,6
Independent Poisson,Original,2022-23,H,0.6323302414275775,1,6
Independent Poisson,Original,2022-23,H,0.127023775932309,0,1
Independent Poisson,Original,2022-23,H,0.708669267371172,1,7
Independent Poisson,Original,2022-23,H,0.3479850518439684,0,3
Independent Poisson,Original,2022-23,H,0.3135979039732082,0,3
Independent Poisson,Original,2022-23,H,0.2209299738659539,0,2
Independent Poisson,Original,2022-23,H,0.4959013374426713,1,4
Independent Poisson,Original,2022-23,H,0.9006722092996265,0,9
Independent Poisson,Original,2022-23,H,0.5910834399712634,0,5
Independent Poisson,Original,2022-23,H,0.2440051949439798,0,2
Independent Poisson,Original,2022-23,H,0.1987145779990358,0,1
Independent Poisson,Original,2022-23,H,0.6340070717811725,0,6
Independent Poisson,Original,2022-23,H,0.2248895423626016,1,2
Independent Poisson,Original,2022-23,H,0.5172836398609807,0,5
Independent Poisson,Original,2022-23,H,0.3120607017891782,0,3
Independent Poisson,Original,2022-23,H,0.4269779878054153,0,4
Independent Poisson,Original,2022-23,H,0.6503591709900975,1,6
Independent Poisson,Original,2022-23,H,0.5620813260022713,0,5
Independent Poisson,Original,2022-23,H,0.2628566027793428,0,2
Independent Poisson,Original,2022-23,H,0.4539515500936707,0,4
Independent Poisson,Original,2022-23,H,0.4284024508060069,0,4
Independent Poisson,Original,2022-23,H,0.2015202681245884,0,2
Independent Poisson,Original,2022-23,H,0.2615316522522566,1,2
Independent Poisson,Original,2022-23,H,0.4740566304616325,1,4
Independent Poisson,Original,2022-23,H,0.6404315245503696,1,6
Independent Poisson,Original,2022-23,H,0.3187648050627364,1,3
Independent Poisson,Original,2022-23,H,0.5616899568438919,0,5
Independent Poisson,Original,2022-23,H,0.2553166590618076,1,2
Independent Poisson,Original,2022-23,H,0.3731332974946599,1,3
Independent Poisson,Original,2022-23,H,0.3986223838449213,1,3
Independent Poisson,Original,2022-23,H,0.6544676125164464,1,6
Independent Poisson,Original,2022-23,H,0.6422681831494274,1,6
Independent Poisson,Original,2022-23,H,0.3872768344874029,0,3
Independent Poisson,Original,2022-23,H,0.2438653567658279,0,2
Independent Poisson,Original,2022-23,H,0.7564269727825257,1,7
Independent Poisson,Original,2022-23,H,0.2841767002479123,0,2
Independent Poisson,Original,2022-23,H,0.2931696155579738,0,2
Independent Poisson,Original,2022-23,H,0.2759621769012017,0,2
Independent Poisson,Original,2022-23,H,0.5354205564476184,0,5
Independent Poisson,Original,2022-23,H,0.3267841203896476,0,3
Independent Poisson,Original,2022-23,H,0.4845256242675383,1,4
Independent Poisson,Original,2022-23,H,0.519434009832443,1,5
Independent Poisson,Original,2022-23,H,0.3825170628700188,0,3
Independent Poisson,Original,2022-23,H,0.91847288689426,1,9
Independent Poisson,Original,2022-23,H,0.2934304883848578,0,2
Independent Poisson,Original,2022-23,H,0.6005001343292438,0,6
Independent Poisson,Original,2022-23,H,0.5007292279122649,0,5
Independent Poisson,Original,2022-23,H,0.63536907813767,1,6
Independent Poisson,Original,2022-23,H,0.7691391773451408,1,7
Independent Poisson,Original,2022-23,H,0.1595354513076038,1,1
Independent Poisson,Original,2022-23,H,0.6388683688803225,1,6
Independent Poisson,Original,2022-23,H,0.6393657096877987,0,6
Independent Poisson,Original,2022-23,H,0.1926364740042948,1,1
Independent Poisson,Original,2022-23,H,0.3956136209174198,1,3
Independent Poisson,Original,2022-23,H,0.2655735689011994,1,2
Independent Poisson,Original,2022-23,H,0.5820102649980006,0,5
Independent Poisson,Original,2022-23,H,0.6078284285861074,0,6
Independent Poisson,Original,2022-23,H,0.1557363640116008,0,1
Independent Poisson,Original,2022-23,H,0.3313974840986782,0,3
Independent Poisson,Original,2022-23,H,0.3720524548029665,1,3
Independent Poisson,Original,2022-23,H,0.3578490383650904,1,3
Independent Poisson,Original,2022-23,H,0.304782953881451,0,3
Independent Poisson,Original,2022-23,H,0.2979086074988674,0,2
Independent Poisson,Original,2022-23,H,0.2544317178776779,0,2
Independent Poisson,Original,2022-23,H,0.8273740495024,1,8
Independent Poisson,Original,2022-23,H,0.7426145043568099,1,7
Independent Poisson,Original,2022-23,H,0.3226529379897034,0,3
Independent Poisson,Original,2022-23,H,0.1993595423220854,0,1
Independent Poisson,Original,2022-23,H,0.5031987277289722,0,5
Independent Poisson,Original,2022-23,H,0.567077833100329,0,5
Independent Poisson,Original,2022-23,H,0.6324523255718248,0,6
Independent Poisson,Original,2022-23,H,0.3950556380916911,1,3
Independent Poisson,Original,2022-23,H,0.4414223043478384,0,4
Independent Poisson,Original,2022-23,H,0.0543867544680227,0,0
Independent Poisson,Original,2022-23,H,0.5454455570861916,0,5
Independent Poisson,Original,2022-23,H,0.5942649117200931,1,5
Independent Poisson,Original,2022-23,H,0.6472758673660604,1,6
Independent Poisson,Original,2022-23,H,0.4088334546397333,0,4
Independent Poisson,Original,2022-23,H,0.0708279088724212,0,0
Independent Poisson,Original,2022-23,H,0.2699106785764562,0,2
Independent Poisson,Original,2022-23,H,0.3371773981842759,0,3
Independent Poisson,Original,2022-23,H,0.5346168587612029,1,5
Independent Poisson,Original,2022-23,H,0.2752337507022393,0,2
Independent Poisson,Original,2022-23,H,0.4176567592433192,1,4
Independent Poisson,Original,2022-23,H,0.5021680468006806,1,5
Independent Poisson,Original,2022-23,H,0.8380657602109005,1,8
Independent Poisson,Original,2022-23,H,0.6703053681566614,1,6
Independent Poisson,Original,2022-23,H,0.8880247779957194,1,8
Independent Poisson,Original,2022-23,H,0.4576499430648232,1,4
Independent Poisson,Original,2022-23,H,0.471456760420585,1,4
Independent Poisson,Original,2022-23,H,0.5289634074166405,1,5
Independent Poisson,Original,2022-23,H,0.8057891439315138,1,8
Independent Poisson,Original,2022-23,H,0.2521223158382834,1,2
Independent Poisson,Original,2022-23,H,0.2873542847619528,1,2
Independent Poisson,Original,2022-23,H,0.4625340467024618,1,4
Independent Poisson,Original,2022-23,H,0.4987006113681884,0,4
Independent Poisson,Original,2022-23,H,0.5182422229022763,1,5
Independent Poisson,Original,2022-23,H,0.0832384866402216,1,0
Independent Poisson,Original,2022-23,H,0.1441983542142927,0,1
Independent Poisson,Original,2022-23,H,0.2197743956241846,1,2
Independent Poisson,Original,2022-23,H,0.2330006403705415,0,2
Independent Poisson,Original,2022-23,H,0.3540153990055666,0,3
Independent Poisson,Original,2022-23,H,0.6284978639123384,1,6
Independent Poisson,Original,2022-23,H,0.2010751140379822,0,2
Independent Poisson,Original,2022-23,H,0.761838641813412,0,7
Independent Poisson,Original,2022-23,H,0.634804245277272,1,6
Independent Poisson,Original,2022-23,H,0.4561842831557082,0,4
Independent Poisson,Original,2022-23,H,0.5369539720166367,1,5
Independent Poisson,Original,2022-23,H,0.2648968448052401,0,2
Independent Poisson,Original,2022-23,H,0.2835615400104613,0,2
Independent Poisson,Original,2022-23,H,0.6099816431952886,1,6
Independent Poisson,Original,2022-23,H,0.5611569442240368,0,5
Independent Poisson,Original,2022-23,H,0.5625104892409702,0,5
Independent Poisson,Original,2022-23,H,0.201887255906362,0,2
Independent Poisson,Original,2022-23,H,0.4371918274214394,0,4
Independent Poisson,Original,2022-23,H,0.7599065051980924,1,7
Independent Poisson,Original,2022-23,H,0.7937149964594137,1,7
Independent Poisson,Original,2022-23,H,0.3250711484589745,1,3
Independent Poisson,Original,2022-23,H,0.4503518419800224,0,4
Independent Poisson,Original,2022-23,H,0.4924431830715794,0,4
Independent Poisson,Original,2022-23,H,0.4695311288494218,1,4
Independent Poisson,Original,2022-23,H,0.576330376561181,1,5
Independent Poisson,Original,2022-23,H,0.3997830866711714,0,3
Independent Poisson,Original,2022-23,H,0.4667859277034498,1,4
Independent Poisson,Original,2022-23,H,0.5411934083532448,1,5
Independent Poisson,Original,2022-23,H,0.2416983686370763,0,2
Independent Poisson,Original,2022-23,H,0.1981205161919287,0,1
Independent Poisson,Original,2022-23,H,0.2599293974080148,0,2
Independent Poisson,Original,2022-23,H,0.4958508125303144,1,4
Independent Poisson,Original,2022-23,H,0.3948569916139708,0,3
Independent Poisson,Original,2022-23,H,0.5692418704940455,1,5
Independent Poisson,Original,2022-23,H,0.2776019860163844,0,2
Independent Poisson,Original,2022-23,H,0.4611204524468454,1,4
Independent Poisson,Original,2022-23,H,0.2833305562033992,0,2
Independent Poisson,Original,2022-23,H,0.3254096888287084,0,3
Independent Poisson,Original,2022-23,H,0.5645750643464298,0,5
Independent Poisson,Original,2022-23,H,0.6973016868949895,1,6
Independent Poisson,Original,2022-23,H,0.0574591052602182,0,0
Independent Poisson,Original,2022-23,H,0.4178781300913262,1,4
Independent Poisson,Original,2022-23,H,0.2501304784490369,1,2
Independent Poisson,Original,2022-23,H,0.4304334716608587,0,4
Independent Poisson,Original,2022-23,H,0.385651971448733,0,3
Independent Poisson,Original,2022-23,H,0.2640891123755277,1,2
Independent Poisson,Original,2022-23,H,0.404396998250512,0,4
Independent Poisson,Original,2022-23,H,0.3473270776220952,0,3
Independent Poisson,Original,2022-23,H,0.8594264191380345,1,8
Independent Poisson,Original,2022-23,H,0.293662157582096,0,2
Independent Poisson,Original,2022-23,H,0.7127861974375233,0,7
Independent Poisson,Original,2022-23,H,0.2967837989727353,1,2
Independent Poisson,Original,2022-23,H,0.3070922696348525,0,3
Independent Poisson,Original,2022-23,H,0.1813484511005896,0,1
Independent Poisson,Original,2022-23,H,0.1459573909499799,0,1
Independent Poisson,Original,2022-23,H,0.8607377403537109,0,8
Independent Poisson,Original,2022-23,H,0.4253580241405154,0,4
Independent Poisson,Original,2022-23,H,0.4934500892806284,0,4
Independent Poisson,Original,2022-23,H,0.5132593757038464,1,5
Independent Poisson,Original,2022-23,H,0.3902016446331686,1,3
Independent Poisson,Original,2022-23,H,0.8247296585570013,1,8
Independent Poisson,Original,2022-23,H,0.2981421376638656,0,2
Independent Poisson,Original,2022-23,H,0.5330105265553864,1,5
Independent Poisson,Original,2022-23,H,0.5370180210957922,1,5
Independent Poisson,Original,2022-23,H,0.4073901000813287,0,4
Independent Poisson,Original,2022-23,H,0.3671257160302478,1,3
Independent Poisson,Original,2022-23,H,0.5117237936915977,0,5
Independent Poisson,Original,2022-23,H,0.6033827332285073,1,6
Independent Poisson,Original,2022-23,H,0.2365108559337226,1,2
Independent Poisson,Original,2022-23,H,0.280463774683751,0,2
Independent Poisson,Original,2022-23,H,0.1360881180471563,0,1
Independent Poisson,Original,2022-23,H,0.4564604390763461,0,4
Independent Poisson,Original,2022-23,H,0.4123293482524735,0,4
Independent Poisson,Original,2022-23,H,0.5964718342274709,1,5
Independent Poisson,Original,2022-23,H,0.6000226020680983,1,6
Independent Poisson,Original,2022-23,H,0.3021772231692929,1,3
Independent Poisson,Original,2022-23,H,0.4540552872353747,1,4
Independent Poisson,Original,2022-23,H,0.0669591207127384,0,0
Independent Poisson,Original,2022-23,H,0.6520759728364024,1,6
Independent Poisson,Original,2022-23,H,0.6272312863892694,1,6
Independent Poisson,Original,2022-23,H,0.7840543126703987,1,7
Independent Poisson,Original,2022-23,H,0.4860969314254316,0,4
Independent Poisson,Original,2022-23,H,0.770266322104767,1,7
Independent Poisson,Original,2022-23,H,0.8117306755628299,1,8
Independent Poisson,Original,2022-23,H,0.8415556989032389,1,8
Independent Poisson,Original,2022-23,H,0.3841873432863461,1,3
Independent Poisson,Original,2022-23,H,0.2400056916518053,0,2
Independent Poisson,Original,2022-23,H,0.7746517930530898,1,7
Independent Poisson,Original,2022-23,H,0.955439012230418,1,9
Independent Poisson,Original,2022-23,H,0.5594054949309022,1,5
Independent Poisson,Original,2022-23,H,0.2621839972424536,1,2
Independent Poisson,Original,2022-23,H,0.4574677345758023,0,4
Independent Poisson,Original,2022-23,H,0.2291514415850559,1,2
Independent Poisson,Original,2022-23,H,0.6751201280838979,0,6
Independent Poisson,Original,2022-23,H,0.3723221019682966,1,3
